Date; SPY ; DIA ; VIX ; VTSMX ; VTMGX ; VEIEX ; VGSIX ; VIPSX ; VFITX 
13.05.2003; 73.92   ; 64.50   ; 19.91   ; 17.28   ; 4.79   ; 6.17   ; 7.20   ; 7.88   ; 6.85   
14.05.2003; 73.76   ; 64.35   ; 20.00   ; 17.24   ; 4.80   ; 6.14   ; 7.17   ; 7.93   ; 6.88   
15.05.2003; 74.23   ; 64.70   ; 19.24   ; 17.37   ; 4.81   ; 6.11   ; 7.19   ; 7.93   ; 6.87   
16.05.2003; 74.04   ; 64.56   ; 18.40   ; 17.31   ; 4.85   ; 6.09   ; 7.22   ; 7.96   ; 6.90   
19.05.2003; 72.31   ; 63.21   ; 20.51   ; 16.91   ; 4.76   ; 6.02   ; 7.19   ; 7.97   ; 6.90   
20.05.2003; 72.16   ; 63.13   ; 21.29   ; 16.90   ; 4.77   ; 6.02   ; 7.24   ; 8.04   ; 6.93   
21.05.2003; 72.31   ; 63.23   ; 21.21   ; 16.97   ; 4.75   ; 6.02   ; 7.27   ; 8.03   ; 6.92   
22.05.2003; 73.03   ; 63.85   ; 19.78   ; 17.13   ; 4.80   ; 6.05   ; 7.33   ; 8.05   ; 6.93   
23.05.2003; 73.18   ; 63.99   ; 19.17   ; 17.18   ; 4.82   ; 6.16   ; 7.35   ; 8.05   ; 6.93   
27.05.2003; 74.46   ; 65.21   ; 19.99   ; 17.51   ; 4.86   ; 6.19   ; 7.35   ; 8.00   ; 6.92   
28.05.2003; 74.67   ; 65.31   ; 20.03   ; 17.55   ; 4.87   ; 6.27   ; 7.26   ; 7.97   ; 6.91   
29.05.2003; 74.47   ; 64.86   ; 20.43   ; 17.49   ; 4.93   ; 6.31   ; 7.11   ; 8.03   ; 6.94   
30.05.2003; 75.67   ; 65.93   ; 19.47   ; 17.77   ; 4.90   ; 6.32   ; 7.24   ; 8.04   ; 6.96   
02.06.2003; 75.98   ; 66.30   ; 20.85   ; 17.83   ; 4.99   ; 6.43   ; 7.28   ; 8.00   ; 6.94   
03.06.2003; 76.29   ; 66.46   ; 20.84   ; 17.91   ; 4.96   ; 6.39   ; 7.31   ; 8.05   ; 6.97   
04.06.2003; 77.39   ; 67.32   ; 20.62   ; 18.18   ; 5.00   ; 6.43   ; 7.38   ; 8.07   ; 6.99   
05.06.2003; 77.77   ; 67.34   ; 20.83   ; 18.27   ; 5.04   ; 6.49   ; 7.38   ; 8.05   ; 6.97   
06.06.2003; 77.47   ; 67.44   ; 21.25   ; 18.23   ; 5.09   ; 6.52   ; 7.45   ; 8.04   ; 6.96   
09.06.2003; 76.68   ; 66.96   ; 22.15   ; 17.99   ; 5.07   ; 6.55   ; 7.40   ; 8.09   ; 6.98   
10.06.2003; 77.46   ; 67.56   ; 20.64   ; 18.15   ; 5.06   ; 6.55   ; 7.50   ; 8.14   ; 7.01   
11.06.2003; 78.28   ; 68.36   ; 20.21   ; 18.39   ; 5.16   ; 6.55   ; 7.55   ; 8.14   ; 7.01   
12.06.2003; 78.52   ; 68.60   ; 20.41   ; 18.42   ; 5.17   ; 6.63   ; 7.46   ; 8.16   ; 7.01   
13.06.2003; 77.70   ; 67.96   ; 20.66   ; 18.23   ; 5.14   ; 6.65   ; 7.37   ; 8.19   ; 7.03   
16.06.2003; 79.34   ; 69.39   ; 20.22   ; 18.62   ; 5.22   ; 6.68   ; 7.43   ; 8.15   ; 7.01   
17.06.2003; 79.34   ; 69.36   ; 20.01   ; 18.63   ; 5.26   ; 6.80   ; 7.37   ; 8.10   ; 6.97   
18.06.2003; 79.27   ; 69.21   ; 19.76   ; 18.60   ; 5.24   ; 6.75   ; 7.30   ; 8.04   ; 6.95   
19.06.2003; 78.06   ; 68.37   ; 19.80   ; 18.33   ; 5.19   ; 6.80   ; 7.29   ; 8.05   ; 6.96   
20.06.2003; 77.89   ; 68.34   ; 19.14   ; 18.35   ; 5.19   ; 6.78   ; 7.30   ; 8.02   ; 6.94   
23.06.2003; 77.09   ; 67.64   ; 20.58   ; 18.07   ; 5.12   ; 6.68   ; 7.22   ; 8.06   ; 6.97   
24.06.2003; 77.17   ; 67.85   ; 20.75   ; 18.10   ; 5.06   ; 6.63   ; 7.25   ; 8.09   ; 6.99   
25.06.2003; 76.39   ; 67.04   ; 20.81   ; 18.00   ; 5.09   ; 6.68   ; 7.29   ; 8.04   ; 6.95   
26.06.2003; 77.39   ; 67.59   ; 19.40   ; 18.20   ; 5.05   ; 6.69   ; 7.39   ; 7.96   ; 6.90   
27.06.2003; 76.50   ; 66.87   ; 19.16   ; 18.06   ; 5.06   ; 6.71   ; 7.41   ; 7.95   ; 6.89   
30.06.2003; 76.47   ; 66.90   ; 19.52   ; 18.02   ; 5.02   ; 6.69   ; 7.41   ; 7.96   ; 6.93   
01.07.2003; 77.18   ; 67.40   ; 19.46   ; 18.15   ; 5.02   ; 6.77   ; 7.46   ; 7.94   ; 6.92   
02.07.2003; 78.15   ; 68.20   ; 19.03   ; 18.39   ; 5.12   ; 6.86   ; 7.57   ; 7.92   ; 6.93   
03.07.2003; 77.34   ; 67.49   ; 19.39   ; 18.26   ; 5.14   ; 6.90   ; 7.61   ; 7.86   ; 6.90   
07.07.2003; 78.88   ; 68.72   ; 20.06   ; 18.60   ; 5.22   ; 7.08   ; 7.68   ; 7.83   ; 6.88   
08.07.2003; 79.23   ; 68.80   ; 19.48   ; 18.70   ; 5.17   ; 7.07   ; 7.69   ; 7.82   ; 6.87   
09.07.2003; 78.78   ; 68.33   ; 18.93   ; 18.63   ; 5.16   ; 7.05   ; 7.65   ; 7.85   ; 6.87   
10.07.2003; 77.78   ; 67.41   ; 19.19   ; 18.38   ; 5.12   ; 7.00   ; 7.54   ; 7.90   ; 6.88   
11.07.2003; 78.52   ; 68.00   ; 18.47   ; 18.55   ; 5.12   ; 7.00   ; 7.60   ; 7.92   ; 6.90   
14.07.2003; 78.90   ; 68.35   ; 19.59   ; 18.67   ; 5.19   ; 7.15   ; 7.66   ; 7.89   ; 6.88   
15.07.2003; 78.73   ; 68.15   ; 19.55   ; 18.61   ; 5.14   ; 7.12   ; 7.66   ; 7.80   ; 6.81   
16.07.2003; 78.27   ; 67.92   ; 19.76   ; 18.49   ; 5.10   ; 7.11   ; 7.65   ; 7.81   ; 6.80   
17.07.2003; 77.15   ; 67.50   ; 20.22   ; 18.22   ; 5.02   ; 7.04   ; 7.55   ; 7.81   ; 6.80   
18.07.2003; 77.95   ; 68.43   ; 19.11   ; 18.43   ; 5.04   ; 6.99   ; 7.60   ; 7.82   ; 6.79   
21.07.2003; 76.98   ; 67.92   ; 19.78   ; 18.17   ; 5.04   ; 6.96   ; 7.56   ; 7.72   ; 6.73   
22.07.2003; 77.68   ; 68.30   ; 19.17   ; 18.34   ; 5.06   ; 6.99   ; 7.61   ; 7.73   ; 6.74   
23.07.2003; 77.73   ; 68.60   ; 18.64   ; 18.36   ; 5.10   ; 6.98   ; 7.57   ; 7.77   ; 6.75   
24.07.2003; 77.15   ; 67.99   ; 18.60   ; 18.25   ; 5.18   ; 7.05   ; 7.63   ; 7.75   ; 6.74   
25.07.2003; 78.51   ; 69.23   ; 17.75   ; 18.52   ; 5.19   ; 7.12   ; 7.67   ; 7.76   ; 6.73   
28.07.2003; 78.22   ; 69.05   ; 18.36   ; 18.52   ; 5.22   ; 7.21   ; 7.64   ; 7.69   ; 6.70   
29.07.2003; 77.86   ; 68.75   ; 18.67   ; 18.42   ; 5.20   ; 7.19   ; 7.71   ; 7.63   ; 6.66   
30.07.2003; 77.67   ; 68.67   ; 18.85   ; 18.39   ; 5.15   ; 7.14   ; 7.81   ; 7.69   ; 6.68   
31.07.2003; 77.85   ; 68.90   ; 19.49   ; 18.45   ; 5.16   ; 7.16   ; 7.79   ; 7.61   ; 6.66   
01.08.2003; 77.16   ; 68.40   ; 20.75   ; 18.25   ; 5.12   ; 7.18   ; 7.76   ; 7.62   ; 6.66   
04.08.2003; 77.16   ; 68.51   ; 21.27   ; 18.27   ; 5.10   ; 7.15   ; 7.71   ; 7.67   ; 6.69   
05.08.2003; 75.53   ; 67.09   ; 22.68   ; 17.97   ; 5.12   ; 7.10   ; 7.68   ; 7.59   ; 6.65   
06.08.2003; 75.96   ; 67.55   ; 21.50   ; 17.97   ; 5.07   ; 7.05   ; 7.69   ; 7.66   ; 6.70   
07.08.2003; 76.76   ; 68.22   ; 20.26   ; 18.08   ; 5.09   ; 7.09   ; 7.72   ; 7.69   ; 6.72   
08.08.2003; 76.98   ; 68.70   ; 19.59   ; 18.14   ; 5.11   ; 7.09   ; 7.71   ; 7.70   ; 6.72   
11.08.2003; 77.27   ; 68.88   ; 19.75   ; 18.22   ; 5.14   ; 7.15   ; 7.71   ; 7.69   ; 6.70   
12.08.2003; 77.98   ; 69.48   ; 17.94   ; 18.41   ; 5.17   ; 7.15   ; 7.72   ; 7.71   ; 6.71   
13.08.2003; 77.58   ; 69.32   ; 18.77   ; 18.32   ; 5.19   ; 7.25   ; 7.68   ; 7.63   ; 6.64   
14.08.2003; 77.79   ; 69.37   ; 18.47   ; 18.43   ; 5.25   ; 7.32   ; 7.73   ; 7.64   ; 6.63   
15.08.2003; 78.03   ; 69.64   ; 18.27   ; 18.45   ; 5.25   ; 7.34   ; 7.69   ; 7.65   ; 6.64   
18.08.2003; 78.71   ; 70.35   ; 18.18   ; 18.63   ; 5.29   ; 7.39   ; 7.73   ; 7.69   ; 6.66   
19.08.2003; 79.00   ; 70.50   ; 17.86   ; 18.71   ; 5.27   ; 7.41   ; 7.77   ; 7.76   ; 6.69   
20.08.2003; 78.68   ; 70.27   ; 17.82   ; 18.70   ; 5.30   ; 7.43   ; 7.78   ; 7.74   ; 6.67   
21.08.2003; 78.93   ; 70.47   ; 17.84   ; 18.78   ; 5.30   ; 7.53   ; 7.80   ; 7.72   ; 6.63   
22.08.2003; 78.15   ; 69.92   ; 18.55   ; 18.58   ; 5.28   ; 7.56   ; 7.72   ; 7.75   ; 6.65   
25.08.2003; 78.27   ; 69.75   ; 19.53   ; 18.57   ; 5.26   ; 7.53   ; 7.67   ; 7.71   ; 6.63   
26.08.2003; 78.42   ; 69.84   ; 19.49   ; 18.63   ; 5.22   ; 7.49   ; 7.73   ; 7.72   ; 6.65   
27.08.2003; 78.44   ; 69.79   ; 19.13   ; 18.66   ; 5.24   ; 7.53   ; 7.81   ; 7.69   ; 6.62   
28.08.2003; 78.92   ; 70.11   ; 18.48   ; 18.79   ; 5.27   ; 7.53   ; 7.81   ; 7.73   ; 6.66   
29.08.2003; 79.46   ; 70.44   ; 18.63   ; 18.89   ; 5.27   ; 7.62   ; 7.84   ; 7.74   ; 6.67   
02.09.2003; 80.52   ; 71.23   ; 19.02   ; 19.15   ; 5.35   ; 7.69   ; 7.95   ; 7.67   ; 6.62   
03.09.2003; 80.96   ; 71.64   ; 19.44   ; 19.23   ; 5.40   ; 7.75   ; 8.02   ; 7.66   ; 6.63   
04.09.2003; 81.00   ; 71.79   ; 18.71   ; 19.27   ; 5.39   ; 7.78   ; 8.03   ; 7.69   ; 6.66   
05.09.2003; 80.55   ; 71.17   ; 18.17   ; 19.15   ; 5.42   ; 7.83   ; 8.00   ; 7.78   ; 6.72   
08.09.2003; 81.21   ; 71.72   ; 18.26   ; 19.36   ; 5.47   ; 7.84   ; 8.02   ; 7.76   ; 6.72   
09.09.2003; 80.68   ; 71.22   ; 18.85   ; 19.21   ; 5.48   ; 7.84   ; 8.00   ; 7.76   ; 6.72   
10.09.2003; 79.86   ; 70.64   ; 20.01   ; 18.95   ; 5.42   ; 7.81   ; 7.89   ; 7.81   ; 6.75   
11.09.2003; 80.10   ; 70.86   ; 19.25   ; 19.06   ; 5.42   ; 7.81   ; 7.95   ; 7.78   ; 6.73   
12.09.2003; 80.25   ; 70.92   ; 18.68   ; 19.11   ; 5.44   ; 7.81   ; 7.97   ; 7.81   ; 6.76   
15.09.2003; 79.97   ; 70.76   ; 19.28   ; 19.04   ; 5.46   ; 7.73   ; 7.95   ; 7.83   ; 6.77   
16.09.2003; 81.13   ; 71.63   ; 18.03   ; 19.31   ; 5.52   ; 7.80   ; 7.96   ; 7.79   ; 6.76   
17.09.2003; 80.98   ; 71.59   ; 18.15   ; 19.25   ; 5.54   ; 7.82   ; 7.91   ; 7.81   ; 6.78   
18.09.2003; 81.93   ; 72.34   ; 17.57   ; 19.49   ; 5.62   ; 7.82   ; 7.96   ; 7.82   ; 6.78   
19.09.2003; 81.52   ; 72.13   ; 17.54   ; 19.45   ; 5.60   ; 7.80   ; 8.02   ; 7.84   ; 6.78   
22.09.2003; 80.64   ; 71.45   ; 19.65   ; 19.20   ; 5.54   ; 7.71   ; 8.02   ; 7.81   ; 6.76   
23.09.2003; 80.94   ; 71.60   ; 19.47   ; 19.33   ; 5.55   ; 7.75   ; 8.07   ; 7.83   ; 6.77   
24.09.2003; 79.50   ; 70.61   ; 21.22   ; 18.97   ; 5.52   ; 7.76   ; 8.01   ; 7.89   ; 6.79   
25.09.2003; 78.85   ; 69.72   ; 22.26   ; 18.82   ; 5.49   ; 7.72   ; 8.00   ; 7.92   ; 6.79   
26.09.2003; 78.59   ; 69.76   ; 22.23   ; 18.67   ; 5.45   ; 7.67   ; 8.00   ; 7.96   ; 6.82   
29.09.2003; 79.36   ; 70.22   ; 21.67   ; 18.86   ; 5.46   ; 7.66   ; 8.07   ; 7.94   ; 6.80   
30.09.2003; 78.59   ; 69.63   ; 22.72   ; 18.67   ; 5.44   ; 7.68   ; 8.11   ; 7.98   ; 6.88   
01.10.2003; 80.27   ; 70.88   ; 21.07   ; 19.08   ; 5.57   ; 7.76   ; 8.18   ; 7.97   ; 6.88   
02.10.2003; 80.56   ; 71.17   ; 20.80   ; 19.14   ; 5.61   ; 7.87   ; 8.25   ; 7.93   ; 6.86   
03.10.2003; 81.30   ; 71.71   ; 19.50   ; 19.34   ; 5.71   ; 7.98   ; 8.33   ; 7.85   ; 6.79   
06.10.2003; 81.67   ; 71.92   ; 19.51   ; 19.44   ; 5.69   ; 8.01   ; 8.41   ; 7.89   ; 6.81   
07.10.2003; 81.98   ; 72.29   ; 19.41   ; 19.53   ; 5.72   ; 8.04   ; 8.39   ; 7.86   ; 6.78   
08.10.2003; 81.78   ; 72.32   ; 19.18   ; 19.44   ; 5.69   ; 8.07   ; 8.38   ; 7.85   ; 6.79   
09.10.2003; 82.00   ; 72.63   ; 18.82   ; 19.54   ; 5.77   ; 8.18   ; 8.41   ; 7.83   ; 6.77   
10.10.2003; 82.22   ; 72.74   ; 18.45   ; 19.53   ; 5.78   ; 8.28   ; 8.39   ; 7.89   ; 6.78   
13.10.2003; 82.48   ; 73.20   ; 17.55   ; 19.69   ; 5.81   ; 8.33   ; 8.42   ; 7.89   ; 6.78   
14.10.2003; 82.77   ; 73.54   ; 17.37   ; 19.77   ; 5.81   ; 8.28   ; 8.43   ; 7.85   ; 6.76   
15.10.2003; 82.55   ; 73.43   ; 17.69   ; 19.70   ; 5.82   ; 8.28   ; 8.41   ; 7.84   ; 6.73   
16.10.2003; 82.88   ; 73.40   ; 17.19   ; 19.77   ; 5.84   ; 8.34   ; 8.43   ; 7.85   ; 6.70   
17.10.2003; 81.98   ; 72.84   ; 17.62   ; 19.56   ; 5.82   ; 8.30   ; 8.35   ; 7.89   ; 6.73   
20.10.2003; 82.59   ; 73.34   ; 17.04   ; 19.64   ; 5.83   ; 8.33   ; 8.34   ; 7.91   ; 6.73   
21.10.2003; 82.45   ; 73.06   ; 16.55   ; 19.69   ; 5.84   ; 8.33   ; 8.34   ; 7.91   ; 6.73   
22.10.2003; 81.41   ; 72.02   ; 17.67   ; 19.38   ; 5.77   ; 8.31   ; 8.25   ; 7.94   ; 6.77   
23.10.2003; 81.26   ; 71.83   ; 17.68   ; 19.42   ; 5.68   ; 8.12   ; 8.18   ; 7.96   ; 6.76   
24.10.2003; 81.45   ; 72.00   ; 17.71   ; 19.33   ; 5.70   ; 8.12   ; 8.13   ; 8.02   ; 6.79   
27.10.2003; 81.48   ; 72.08   ; 18.05   ; 19.42   ; 5.74   ; 8.18   ; 8.22   ; 8.00   ; 6.77   
28.10.2003; 82.59   ; 73.09   ; 16.82   ; 19.72   ; 5.77   ; 8.30   ; 8.16   ; 8.04   ; 6.80   
29.10.2003; 82.70   ; 73.27   ; 16.43   ; 19.77   ; 5.81   ; 8.34   ; 8.24   ; 8.00   ; 6.77   
30.10.2003; 82.88   ; 73.59   ; 16.33   ; 19.76   ; 5.83   ; 8.41   ; 8.27   ; 7.99   ; 6.75   
31.10.2003; 82.80   ; 73.38   ; 16.10   ; 19.82   ; 5.77   ; 8.37   ; 8.24   ; 8.02   ; 6.78   
03.11.2003; 83.34   ; 73.74   ; 16.55   ; 19.99   ; 5.81   ; 8.51   ; 8.35   ; 8.01   ; 6.76   
04.11.2003; 83.16   ; 73.80   ; 16.55   ; 19.90   ; 5.82   ; 8.52   ; 8.36   ; 8.04   ; 6.78   
05.11.2003; 83.22   ; 73.78   ; 16.86   ; 19.90   ; 5.78   ; 8.53   ; 8.34   ; 8.00   ; 6.76   
06.11.2003; 83.66   ; 74.06   ; 16.74   ; 20.01   ; 5.74   ; 8.45   ; 8.41   ; 7.96   ; 6.74   
07.11.2003; 83.04   ; 73.44   ; 16.93   ; 19.94   ; 5.82   ; 8.51   ; 8.45   ; 7.96   ; 6.72   
10.11.2003; 82.70   ; 73.22   ; 17.62   ; 19.80   ; 5.79   ; 8.46   ; 8.43   ; 7.97   ; 6.71   
11.11.2003; 82.68   ; 73.08   ; 17.54   ; 19.77   ; 5.74   ; 8.37   ; 8.38   ; 7.97   ; 6.71   
12.11.2003; 83.61   ; 73.96   ; 16.75   ; 20.02   ; 5.82   ; 8.44   ; 8.49   ; 8.00   ; 6.73   
13.11.2003; 83.63   ; 73.90   ; 16.47   ; 20.03   ; 5.86   ; 8.56   ; 8.53   ; 8.06   ; 6.78   
14.11.2003; 82.92   ; 73.34   ; 16.94   ; 19.87   ; 5.87   ; 8.56   ; 8.56   ; 8.11   ; 6.80   
17.11.2003; 82.51   ; 73.02   ; 18.60   ; 19.73   ; 5.75   ; 8.41   ; 8.53   ; 8.13   ; 6.82   
18.11.2003; 81.65   ; 72.31   ; 19.11   ; 19.56   ; 5.78   ; 8.45   ; 8.53   ; 8.13   ; 6.82   
19.11.2003; 82.34   ; 72.90   ; 18.80   ; 19.70   ; 5.77   ; 8.31   ; 8.50   ; 8.07   ; 6.80   
20.11.2003; 81.60   ; 72.27   ; 19.48   ; 19.55   ; 5.74   ; 8.22   ; 8.43   ; 8.06   ; 6.82   
21.11.2003; 81.94   ; 72.46   ; 18.98   ; 19.60   ; 5.78   ; 8.27   ; 8.40   ; 8.05   ; 6.82   
24.11.2003; 83.03   ; 73.20   ; 17.44   ; 19.93   ; 5.82   ; 8.23   ; 8.46   ; 8.03   ; 6.79   
25.11.2003; 83.34   ; 73.36   ; 16.71   ; 19.99   ; 5.82   ; 8.29   ; 8.53   ; 8.07   ; 6.81   
26.11.2003; 83.64   ; 73.52   ; 16.23   ; 20.08   ; 5.88   ; 8.36   ; 8.57   ; 8.06   ; 6.79   
28.11.2003; 83.70   ; 73.66   ; 16.32   ; 20.09   ; 5.90   ; 8.47   ; 8.59   ; 8.03   ; 6.78   
01.12.2003; 84.61   ; 74.42   ; 16.77   ; 20.32   ; 5.99   ; 8.66   ; 8.70   ; 8.02   ; 6.75   
02.12.2003; 84.39   ; 74.16   ; 16.27   ; 20.27   ; 6.02   ; 8.68   ; 8.68   ; 8.04   ; 6.76   
03.12.2003; 84.26   ; 74.31   ; 16.63   ; 20.19   ; 6.06   ; 8.69   ; 8.67   ; 8.03   ; 6.75   
04.12.2003; 84.61   ; 74.69   ; 16.30   ; 20.26   ; 6.05   ; 8.64   ; 8.64   ; 8.05   ; 6.77   
05.12.2003; 84.02   ; 74.20   ; 17.09   ; 20.10   ; 6.04   ; 8.62   ; 8.63   ; 8.13   ; 6.82   
08.12.2003; 84.58   ; 74.96   ; 16.54   ; 20.24   ; 6.04   ; 8.59   ; 8.69   ; 8.10   ; 6.81   
09.12.2003; 83.93   ; 74.68   ; 17.63   ; 20.05   ; 6.04   ; 8.69   ; 8.70   ; 8.07   ; 6.78   
10.12.2003; 83.92   ; 74.80   ; 17.87   ; 19.99   ; 6.00   ; 8.66   ; 8.67   ; 8.10   ; 6.80   
11.12.2003; 84.87   ; 75.39   ; 16.73   ; 20.26   ; 6.01   ; 8.69   ; 8.73   ; 8.13   ; 6.82   
12.12.2003; 85.03   ; 75.57   ; 16.41   ; 20.32   ; 6.07   ; 8.75   ; 8.76   ; 8.13   ; 6.82   
15.12.2003; 84.61   ; 75.44   ; 17.23   ; 20.17   ; 6.09   ; 8.81   ; 8.70   ; 8.10   ; 6.81   
16.12.2003; 85.05   ; 76.23   ; 15.93   ; 20.28   ; 6.09   ; 8.75   ; 8.76   ; 8.10   ; 6.82   
17.12.2003; 85.31   ; 76.50   ; 15.58   ; 20.31   ; 6.09   ; 8.68   ; 8.77   ; 8.10   ; 6.84   
18.12.2003; 86.27   ; 77.21   ; 16.16   ; 20.56   ; 6.14   ; 8.76   ; 8.76   ; 8.13   ; 6.84   
19.12.2003; 86.03   ; 77.27   ; 16.42   ; 20.55   ; 6.15   ; 8.79   ; 8.78   ; 8.12   ; 6.84   
22.12.2003; 86.63   ; 77.92   ; 16.94   ; 20.63   ; 6.17   ; 8.85   ; 8.82   ; 8.11   ; 6.84   
23.12.2003; 86.69   ; 77.81   ; 16.49   ; 20.71   ; 6.19   ; 8.86   ; 8.81   ; 8.07   ; 6.80   
24.12.2003; 86.60   ; 77.62   ; 16.66   ; 20.67   ; 6.22   ; 8.89   ; 8.84   ; 8.11   ; 6.83   
26.12.2003; 86.66   ; 77.67   ; 17.45   ; 20.71   ; 6.23   ; 8.91   ; 8.85   ; 8.13   ; 6.84   
29.12.2003; 87.82   ; 78.73   ; 17.09   ; 20.97   ; 6.27   ; 8.98   ; 8.91   ; 8.11   ; 6.82   
30.12.2003; 87.83   ; 78.46   ; 17.68   ; 20.99   ; 6.33   ; 9.10   ; 8.93   ; 8.09   ; 6.81   
31.12.2003; 87.91   ; 78.65   ; 18.31   ; 20.99   ; 6.36   ; 9.13   ; 8.86   ; 8.10   ; 6.84   
02.01.2004; 87.87   ; 78.50   ; 18.22   ; 20.95   ; 6.44   ; 9.37   ; 8.85   ; 8.07   ; 6.81   
05.01.2004; 88.83   ; 79.41   ; 17.49   ; 21.20   ; 6.52   ; 9.56   ; 8.85   ; 8.07   ; 6.81   
06.01.2004; 88.92   ; 79.34   ; 16.73   ; 21.24   ; 6.53   ; 9.54   ; 8.87   ; 8.12   ; 6.84   
07.01.2004; 89.22   ; 79.38   ; 15.50   ; 21.30   ; 6.48   ; 9.49   ; 8.82   ; 8.13   ; 6.85   
08.01.2004; 89.57   ; 79.73   ; 15.61   ; 21.40   ; 6.54   ; 9.53   ; 8.85   ; 8.10   ; 6.85   
09.01.2004; 88.79   ; 78.74   ; 16.75   ; 21.25   ; 6.57   ; 9.67   ; 8.87   ; 8.15   ; 6.90   
12.01.2004; 89.45   ; 79.10   ; 16.82   ; 21.37   ; 6.55   ; 9.66   ; 8.88   ; 8.16   ; 6.91   
13.01.2004; 88.92   ; 78.59   ; 18.04   ; 21.26   ; 6.55   ; 9.66   ; 8.89   ; 8.19   ; 6.93   
14.01.2004; 89.67   ; 79.47   ; 16.75   ; 21.43   ; 6.56   ; 9.57   ; 8.94   ; 8.19   ; 6.93   
15.01.2004; 89.89   ; 79.69   ; 15.56   ; 21.46   ; 6.51   ; 9.46   ; 8.92   ; 8.20   ; 6.93   
16.01.2004; 90.24   ; 79.86   ; 15.00   ; 21.61   ; 6.49   ; 9.47   ; 8.85   ; 8.20   ; 6.91   
20.01.2004; 90.22   ; 79.37   ; 15.21   ; 21.64   ; 6.56   ; 9.66   ; 8.85   ; 8.20   ; 6.90   
21.01.2004; 90.93   ; 80.00   ; 14.34   ; 21.79   ; 6.61   ; 9.60   ; 8.87   ; 8.23   ; 6.91   
22.01.2004; 90.69   ; 80.14   ; 14.71   ; 21.71   ; 6.65   ; 9.59   ; 8.89   ; 8.25   ; 6.93   
23.01.2004; 90.40   ; 79.67   ; 14.84   ; 21.70   ; 6.63   ; 9.64   ; 8.97   ; 8.19   ; 6.90   
26.01.2004; 91.54   ; 80.66   ; 14.55   ; 21.94   ; 6.59   ; 9.69   ; 9.08   ; 8.16   ; 6.88   
27.01.2004; 90.60   ; 79.99   ; 15.35   ; 21.73   ; 6.60   ; 9.73   ; 9.15   ; 8.19   ; 6.90   
28.01.2004; 89.56   ; 79.07   ; 16.78   ; 21.42   ; 6.58   ; 9.67   ; 9.16   ; 8.15   ; 6.86   
29.01.2004; 89.65   ; 79.08   ; 17.14   ; 21.49   ; 6.46   ; 9.45   ; 9.18   ; 8.15   ; 6.85   
30.01.2004; 89.65   ; 79.08   ; 16.63   ; 21.46   ; 6.45   ; 9.41   ; 9.24   ; 8.20   ; 6.90   
02.02.2004; 90.04   ; 79.25   ; 17.11   ; 21.52   ; 6.47   ; 9.40   ; 9.36   ; 8.21   ; 6.89   
03.02.2004; 89.89   ; 79.13   ; 17.34   ; 21.51   ; 6.49   ; 9.42   ; 9.34   ; 8.23   ; 6.91   
04.02.2004; 89.15   ; 78.85   ; 17.87   ; 21.30   ; 6.44   ; 9.39   ; 9.16   ; 8.23   ; 6.90   
05.02.2004; 89.41   ; 79.12   ; 17.71   ; 21.35   ; 6.46   ; 9.33   ; 9.22   ; 8.20   ; 6.88   
06.02.2004; 90.42   ; 79.78   ; 16.00   ; 21.66   ; 6.54   ; 9.48   ; 9.38   ; 8.23   ; 6.92   
09.02.2004; 90.44   ; 79.86   ; 16.39   ; 21.63   ; 6.59   ; 9.65   ; 9.38   ; 8.25   ; 6.92   
10.02.2004; 90.73   ; 79.96   ; 15.94   ; 21.76   ; 6.60   ; 9.68   ; 9.44   ; 8.23   ; 6.91   
11.02.2004; 91.70   ; 80.83   ; 15.39   ; 21.98   ; 6.67   ; 9.78   ; 9.48   ; 8.26   ; 6.94   
12.02.2004; 91.37   ; 80.75   ; 15.31   ; 21.89   ; 6.67   ; 9.85   ; 9.39   ; 8.24   ; 6.93   
13.02.2004; 90.95   ; 80.30   ; 15.58   ; 21.76   ; 6.66   ; 9.91   ; 9.31   ; 8.27   ; 6.95   
17.02.2004; 91.78   ; 80.91   ; 15.40   ; 21.97   ; 6.75   ; 9.97   ; 9.34   ; 8.26   ; 6.94   
18.02.2004; 91.37   ; 80.65   ; 15.59   ; 21.89   ; 6.69   ; 9.96   ; 9.31   ; 8.26   ; 6.94   
19.02.2004; 91.03   ; 80.60   ; 15.80   ; 21.76   ; 6.74   ; 9.86   ; 9.30   ; 8.26   ; 6.94   
20.02.2004; 90.76   ; 80.29   ; 16.04   ; 21.70   ; 6.65   ; 9.78   ; 9.30   ; 8.25   ; 6.92   
23.02.2004; 90.53   ; 80.15   ; 16.29   ; 21.59   ; 6.67   ; 9.73   ; 9.30   ; 8.26   ; 6.93   
24.02.2004; 90.37   ; 79.84   ; 15.90   ; 21.57   ; 6.64   ; 9.66   ; 9.31   ; 8.28   ; 6.95   
25.02.2004; 90.75   ; 80.12   ; 14.93   ; 21.68   ; 6.60   ; 9.66   ; 9.40   ; 8.30   ; 6.95   
26.02.2004; 90.80   ; 79.93   ; 14.83   ; 21.75   ; 6.57   ; 9.69   ; 9.38   ; 8.32   ; 6.94   
27.02.2004; 90.87   ; 80.03   ; 14.55   ; 21.76   ; 6.60   ; 9.80   ; 9.39   ; 8.38   ; 6.98   
01.03.2004; 91.77   ; 80.70   ; 14.44   ; 22.00   ; 6.71   ; 9.96   ; 9.50   ; 8.41   ; 6.98   
