Date; SPY ; DIA ; VIX ; VTSMX ; VTMGX ; VEIEX ; VGSIX ; VIPSX ; VFITX 
19.04.2001; 95.19   ; 76.45   ; 24.16   ; 21.54   ; 6.36   ; 6.32   ; 5.58   ; 6.62   ; 5.54   
20.04.2001; 94.32   ; 75.63   ; 25.38   ; 21.36   ; 6.36   ; 6.16   ; 5.57   ; 6.62   ; 5.53   
23.04.2001; 92.61   ; 75.06   ; 28.16   ; 21.01   ; 6.31   ; 6.12   ; 5.56   ; 6.65   ; 5.56   
24.04.2001; 92.11   ; 74.81   ; 28.49   ; 20.78   ; 6.30   ; 6.14   ; 5.56   ; 6.66   ; 5.55   
25.04.2001; 93.31   ; 76.00   ; 27.40   ; 21.12   ; 6.32   ; 6.19   ; 5.58   ; 6.67   ; 5.54   
26.04.2001; 93.73   ; 76.40   ; 25.96   ; 21.23   ; 6.38   ; 6.28   ; 5.64   ; 6.69   ; 5.56   
27.04.2001; 95.29   ; 77.26   ; 24.02   ; 21.54   ; 6.43   ; 6.33   ; 5.70   ; 6.68   ; 5.52   
30.04.2001; 95.96   ; 76.54   ; 25.48   ; 21.55   ; 6.47   ; 6.43   ; 5.70   ; 6.68   ; 5.54   
01.05.2001; 96.25   ; 77.81   ; 24.20   ; 21.85   ; 6.51   ; 6.46   ; 5.72   ; 6.68   ; 5.55   
02.05.2001; 96.08   ; 77.59   ; 24.23   ; 21.91   ; 6.51   ; 6.46   ; 5.68   ; 6.69   ; 5.56   
03.05.2001; 94.86   ; 77.20   ; 25.78   ; 21.58   ; 6.41   ; 6.45   ; 5.68   ; 6.70   ; 5.58   
04.05.2001; 96.47   ; 78.38   ; 23.91   ; 21.89   ; 6.48   ; 6.49   ; 5.68   ; 6.72   ; 5.59   
07.05.2001; 95.64   ; 77.97   ; 24.86   ; 21.82   ; 6.49   ; 6.48   ; 5.66   ; 6.73   ; 5.59   
08.05.2001; 95.59   ; 77.68   ; 24.44   ; 21.79   ; 6.43   ; 6.44   ; 5.66   ; 6.73   ; 5.59   
09.05.2001; 95.19   ; 77.53   ; 24.35   ; 21.69   ; 6.38   ; 6.41   ; 5.66   ; 6.75   ; 5.60   
10.05.2001; 95.47   ; 78.00   ; 24.00   ; 21.68   ; 6.44   ; 6.43   ; 5.65   ; 6.74   ; 5.57   
11.05.2001; 94.81   ; 77.48   ; 23.54   ; 21.53   ; 6.39   ; 6.38   ; 5.66   ; 6.73   ; 5.51   
14.05.2001; 95.00   ; 77.80   ; 24.26   ; 21.07   ; 6.27   ; 6.31   ; 5.67   ; 6.73   ; 5.52   
15.05.2001; 95.44   ; 77.97   ; 23.71   ; 21.58   ; 6.36   ; 6.28   ; 5.69   ; 6.73   ; 5.51   
16.05.2001; 97.69   ; 80.28   ; 21.89   ; 22.17   ; 6.39   ; 6.38   ; 5.72   ; 6.74   ; 5.52   
17.05.2001; 97.84   ; 80.58   ; 21.47   ; 22.29   ; 6.42   ; 6.54   ; 5.75   ; 6.74   ; 5.52   
18.05.2001; 98.29   ; 80.90   ; 21.23   ; 22.35   ; 6.41   ; 6.60   ; 5.77   ; 6.75   ; 5.53   
21.05.2001; 99.74   ; 81.01   ; 20.76   ; 22.76   ; 6.46   ; 6.68   ; 5.79   ; 6.74   ; 5.53   
22.05.2001; 99.61   ; 80.56   ; 21.35   ; 22.73   ; 6.45   ; 6.71   ; 5.82   ; 6.74   ; 5.53   
23.05.2001; 97.92   ; 79.44   ; 22.08   ; 22.35   ; 6.41   ; 6.68   ; 5.85   ; 6.71   ; 5.53   
24.05.2001; 98.21   ; 79.57   ; 20.57   ; 22.43   ; 6.39   ; 6.64   ; 5.88   ; 6.72   ; 5.50   
25.05.2001; 97.05   ; 78.76   ; 20.60   ; 22.21   ; 6.35   ; 6.62   ; 5.88   ; 6.73   ; 5.50   
29.05.2001; 96.27   ; 78.94   ; 22.14   ; 21.98   ; 6.29   ; 6.60   ; 5.86   ; 6.74   ; 5.50   
30.05.2001; 94.92   ; 77.94   ; 22.76   ; 21.61   ; 6.24   ; 6.50   ; 5.82   ; 6.74   ; 5.49   
31.05.2001; 95.42   ; 77.99   ; 22.64   ; 21.77   ; 6.21   ; 6.53   ; 5.83   ; 6.75   ; 5.56   
01.06.2001; 96.01   ; 78.97   ; 21.59   ; 21.88   ; 6.18   ; 6.49   ; 5.85   ; 6.76   ; 5.57   
04.06.2001; 96.47   ; 79.13   ; 21.38   ; 22.00   ; 6.21   ; 6.54   ; 5.87   ; 6.76   ; 5.57   
05.06.2001; 97.58   ; 80.05   ; 19.58   ; 22.31   ; 6.25   ; 6.48   ; 5.90   ; 6.76   ; 5.59   
06.06.2001; 96.77   ; 79.40   ; 20.39   ; 22.10   ; 6.21   ; 6.50   ; 5.91   ; 6.74   ; 5.59   
07.06.2001; 97.11   ; 79.30   ; 19.67   ; 22.22   ; 6.23   ; 6.53   ; 5.92   ; 6.74   ; 5.58   
08.06.2001; 96.21   ; 78.47   ; 19.92   ; 22.01   ; 6.21   ; 6.57   ; 5.91   ; 6.74   ; 5.57   
11.06.2001; 95.53   ; 78.19   ; 20.70   ; 21.80   ; 6.11   ; 6.49   ; 5.96   ; 6.75   ; 5.58   
12.06.2001; 95.36   ; 78.31   ; 20.70   ; 21.82   ; 6.02   ; 6.47   ; 6.01   ; 6.77   ; 5.60   
13.06.2001; 94.55   ; 77.80   ; 21.45   ; 21.59   ; 6.07   ; 6.48   ; 6.03   ; 6.77   ; 5.60   
14.06.2001; 92.42   ; 76.22   ; 23.12   ; 21.17   ; 6.05   ; 6.45   ; 6.02   ; 6.78   ; 5.61   
15.06.2001; 92.57   ; 76.37   ; 22.81   ; 21.08   ; 6.01   ; 6.43   ; 6.02   ; 6.78   ; 5.61   
18.06.2001; 92.13   ; 76.58   ; 23.17   ; 20.96   ; 5.96   ; 6.29   ; 6.05   ; 6.78   ; 5.60   
19.06.2001; 92.53   ; 76.00   ; 22.34   ; 21.00   ; 5.95   ; 6.27   ; 6.04   ; 6.78   ; 5.61   
20.06.2001; 93.01   ; 76.39   ; 21.71   ; 21.22   ; 5.91   ; 6.25   ; 6.08   ; 6.78   ; 5.61   
21.06.2001; 94.07   ; 76.68   ; 19.38   ; 21.43   ; 5.94   ; 6.31   ; 6.09   ; 6.78   ; 5.62   
22.06.2001; 93.33   ; 76.04   ; 20.02   ; 21.23   ; 5.97   ; 6.34   ; 6.06   ; 6.78   ; 5.64   
25.06.2001; 92.47   ; 75.20   ; 20.67   ; 21.11   ; 5.99   ; 6.36   ; 6.05   ; 6.79   ; 5.63   
26.06.2001; 92.35   ; 74.88   ; 21.20   ; 21.12   ; 5.93   ; 6.34   ; 6.11   ; 6.78   ; 5.61   
27.06.2001; 92.29   ; 74.79   ; 20.88   ; 21.07   ; 5.91   ; 6.34   ; 6.10   ; 6.79   ; 5.60   
28.06.2001; 92.80   ; 75.65   ; 20.01   ; 21.34   ; 5.92   ; 6.35   ; 6.13   ; 6.76   ; 5.57   
29.06.2001; 93.14   ; 75.32   ; 19.06   ; 21.41   ; 5.95   ; 6.38   ; 6.17   ; 6.74   ; 5.58   
02.07.2001; 94.31   ; 76.02   ; 18.76   ; 21.54   ; 6.00   ; 6.41   ; 6.17   ; 6.74   ; 5.60   
03.07.2001; 94.28   ; 75.90   ; 18.92   ; 21.50   ; 5.96   ; 6.36   ; 6.18   ; 6.74   ; 5.58   
05.07.2001; 92.44   ; 74.90   ; 20.09   ; 21.24   ; 5.82   ; 6.22   ; 6.17   ; 6.76   ; 5.57   
06.07.2001; 90.45   ; 73.41   ; 21.63   ; 20.76   ; 5.74   ; 6.07   ; 6.15   ; 6.76   ; 5.59   
09.07.2001; 90.94   ; 73.61   ; 22.48   ; 20.88   ; 5.74   ; 6.06   ; 6.09   ; 6.76   ; 5.59   
10.07.2001; 89.85   ; 72.84   ; 23.25   ; 20.58   ; 5.77   ; 6.01   ; 6.06   ; 6.76   ; 5.61   
11.07.2001; 89.94   ; 73.40   ; 24.01   ; 20.55   ; 5.72   ; 5.88   ; 6.03   ; 6.72   ; 5.60   
12.07.2001; 92.07   ; 75.26   ; 22.09   ; 21.05   ; 5.77   ; 5.93   ; 6.06   ; 6.75   ; 5.62   
13.07.2001; 92.87   ; 75.64   ; 21.14   ; 21.16   ; 5.77   ; 5.90   ; 6.08   ; 6.76   ; 5.62   
16.07.2001; 91.71   ; 75.19   ; 22.91   ; 20.92   ; 5.76   ; 6.23   ; 6.08   ; 6.77   ; 5.63   
17.07.2001; 92.57   ; 75.98   ; 22.61   ; 21.14   ; 5.69   ; 5.87   ; 6.11   ; 6.77   ; 5.63   
18.07.2001; 91.94   ; 75.58   ; 23.60   ; 21.00   ; 5.71   ; 5.86   ; 6.12   ; 6.81   ; 5.67   
19.07.2001; 92.74   ; 76.15   ; 22.51   ; 21.12   ; 5.77   ; 5.90   ; 6.13   ; 6.80   ; 5.66   
20.07.2001; 92.19   ; 75.81   ; 22.34   ; 21.05   ; 5.75   ; 5.88   ; 6.12   ; 6.81   ; 5.66   
23.07.2001; 90.37   ; 74.44   ; 23.74   ; 20.73   ; 5.70   ; 5.92   ; 6.09   ; 6.80   ; 5.66   
24.07.2001; 89.50   ; 73.55   ; 25.24   ; 20.39   ; 5.69   ; 5.88   ; 6.06   ; 6.80   ; 5.67   
25.07.2001; 90.48   ; 74.48   ; 24.00   ; 20.67   ; 5.67   ; 5.85   ; 6.07   ; 6.79   ; 5.65   
26.07.2001; 91.43   ; 74.97   ; 23.01   ; 20.91   ; 5.69   ; 5.90   ; 6.09   ; 6.79   ; 5.65   
27.07.2001; 91.78   ; 74.77   ; 22.00   ; 20.97   ; 5.74   ; 5.93   ; 6.08   ; 6.81   ; 5.67   
30.07.2001; 91.81   ; 74.57   ; 22.69   ; 20.95   ; 5.77   ; 5.95   ; 6.03   ; 6.81   ; 5.68   
31.07.2001; 92.19   ; 75.25   ; 21.62   ; 21.05   ; 5.84   ; 5.95   ; 6.04   ; 6.85   ; 5.72   
01.08.2001; 92.77   ; 75.44   ; 20.56   ; 21.15   ; 5.90   ; 6.01   ; 6.08   ; 6.85   ; 5.71   
02.08.2001; 93.15   ; 75.66   ; 20.09   ; 21.22   ; 5.95   ; 6.09   ; 6.10   ; 6.84   ; 5.69   
03.08.2001; 92.64   ; 75.51   ; 19.89   ; 21.12   ; 5.92   ; 6.09   ; 6.12   ; 6.84   ; 5.68   
06.08.2001; 91.40   ; 74.47   ; 21.89   ; 20.88   ; 5.89   ; 6.07   ; 6.14   ; 6.83   ; 5.68   
07.08.2001; 91.75   ; 74.92   ; 21.01   ; 20.93   ; 5.89   ; 6.05   ; 6.16   ; 6.83   ; 5.69   
08.08.2001; 90.05   ; 73.77   ; 22.32   ; 20.58   ; 5.83   ; 6.03   ; 6.18   ; 6.84   ; 5.71   
09.08.2001; 90.32   ; 73.91   ; 21.75   ; 20.57   ; 5.77   ; 5.97   ; 6.19   ; 6.86   ; 5.71   
10.08.2001; 90.63   ; 74.68   ; 20.55   ; 20.66   ; 5.78   ; 5.99   ; 6.25   ; 6.86   ; 5.72   
13.08.2001; 90.65   ; 74.65   ; 20.42   ; 20.71   ; 5.79   ; 6.01   ; 6.25   ; 6.87   ; 5.73   
14.08.2001; 90.61   ; 74.74   ; 20.48   ; 20.66   ; 5.88   ; 6.04   ; 6.28   ; 6.89   ; 5.72   
15.08.2001; 89.83   ; 74.21   ; 20.91   ; 20.52   ; 5.93   ; 6.03   ; 6.33   ; 6.87   ; 5.71   
16.08.2001; 90.14   ; 74.70   ; 21.54   ; 20.56   ; 5.86   ; 6.03   ; 6.34   ; 6.87   ; 5.72   
17.08.2001; 88.70   ; 73.52   ; 23.84   ; 20.24   ; 5.81   ; 5.93   ; 6.35   ; 6.87   ; 5.75   
20.08.2001; 89.52   ; 74.30   ; 22.87   ; 20.38   ; 5.77   ; 5.88   ; 6.38   ; 6.85   ; 5.74   
21.08.2001; 87.99   ; 72.81   ; 24.40   ; 20.14   ; 5.83   ; 5.87   ; 6.43   ; 6.84   ; 5.74   
22.08.2001; 88.90   ; 73.80   ; 22.44   ; 20.28   ; 5.87   ; 5.95   ; 6.43   ; 6.84   ; 5.74   
23.08.2001; 88.59   ; 73.49   ; 22.23   ; 20.22   ; 5.83   ; 5.93   ; 6.43   ; 6.85   ; 5.75   
24.08.2001; 90.42   ; 75.05   ; 19.71   ; 20.59   ; 5.91   ; 5.98   ; 6.38   ; 6.85   ; 5.74   
27.08.2001; 89.88   ; 74.54   ; 20.56   ; 20.50   ; 5.88   ; 6.05   ; 6.40   ; 6.85   ; 5.73   
28.08.2001; 88.57   ; 73.40   ; 22.00   ; 20.21   ; 5.83   ; 6.01   ; 6.38   ; 6.86   ; 5.76   
29.08.2001; 87.78   ; 72.59   ; 23.03   ; 20.02   ; 5.81   ; 6.00   ; 6.33   ; 6.86   ; 5.77   
30.08.2001; 86.09   ; 71.20   ; 25.41   ; 19.70   ; 5.67   ; 5.95   ; 6.27   ; 6.86   ; 5.77   
31.08.2001; 86.72   ; 71.65   ; 24.92   ; 19.78   ; 5.70   ; 5.90   ; 6.26   ; 6.87   ; 5.79   
04.09.2001; 86.17   ; 71.71   ; 25.85   ; 19.76   ; 5.63   ; 5.86   ; 6.25   ; 6.83   ; 5.74   
05.09.2001; 86.38   ; 72.13   ; 26.35   ; 19.70   ; 5.54   ; 5.83   ; 6.23   ; 6.84   ; 5.75   
06.09.2001; 84.16   ; 70.55   ; 28.61   ; 19.29   ; 5.42   ; 5.74   ; 6.17   ; 6.86   ; 5.78   
07.09.2001; 82.60   ; 68.75   ; 30.99   ; 18.94   ; 5.37   ; 5.71   ; 6.11   ; 6.88   ; 5.80   
10.09.2001; 83.61   ; 69.18   ; 31.84   ; 19.01   ; 5.31   ; 5.69   ; 6.10   ; 6.88   ; 5.79   
17.09.2001; 79.24   ; 63.91   ; 41.76   ; 18.05   ; 5.07   ; 5.10   ; 5.89   ; 6.94   ; 5.90   
18.09.2001; 79.05   ; 64.13   ; 38.87   ; 17.91   ; 5.06   ; 5.12   ; 5.95   ; 6.91   ; 5.85   
19.09.2001; 77.46   ; 62.74   ; 40.56   ; 17.61   ; 5.04   ; 5.12   ; 5.89   ; 6.92   ; 5.87   
20.09.2001; 74.99   ; 60.00   ; 43.74   ; 17.08   ; 4.84   ; 4.91   ; 5.76   ; 6.91   ; 5.85   
21.09.2001; 74.18   ; 59.53   ; 42.66   ; 16.75   ; 4.70   ; 4.84   ; 5.66   ; 6.94   ; 5.87   
24.09.2001; 76.79   ; 61.97   ; 37.75   ; 17.38   ; 4.89   ; 4.96   ; 5.71   ; 6.93   ; 5.86   
25.09.2001; 77.59   ; 62.48   ; 35.81   ; 17.52   ; 4.95   ; 4.94   ; 5.79   ; 6.91   ; 5.86   
26.09.2001; 77.32   ; 61.87   ; 35.26   ; 17.41   ; 4.98   ; 4.92   ; 5.86   ; 6.91   ; 5.89   
27.09.2001; 77.99   ; 62.37   ; 34.00   ; 17.60   ; 5.01   ; 4.92   ; 5.92   ; 6.91   ; 5.90   
28.09.2001; 79.64   ; 63.52   ; 31.93   ; 18.00   ; 5.11   ; 4.98   ; 6.01   ; 6.91   ; 5.93   
01.10.2001; 79.51   ; 63.76   ; 32.32   ; 17.92   ; 5.08   ; 4.96   ; 6.01   ; 6.91   ; 5.93   
02.10.2001; 80.51   ; 64.49   ; 31.18   ; 18.13   ; 5.13   ; 4.93   ; 5.97   ; 6.92   ; 5.94   
03.10.2001; 81.86   ; 65.57   ; 31.34   ; 18.53   ; 5.17   ; 4.95   ; 5.87   ; 6.93   ; 5.95   
04.10.2001; 81.93   ; 65.35   ; 31.97   ; 18.52   ; 5.26   ; 5.04   ; 5.95   ; 6.94   ; 5.94   
05.10.2001; 81.77   ; 65.51   ; 33.39   ; 18.53   ; 5.27   ; 5.04   ; 5.92   ; 6.93   ; 5.95   
08.10.2001; 81.24   ; 65.21   ; 35.12   ; 18.38   ; 5.26   ; 5.01   ; 5.93   ; 6.93   ; 5.95   
09.10.2001; 80.80   ; 65.16   ; 34.83   ; 18.29   ; 5.22   ; 5.07   ; 5.95   ; 6.91   ; 5.93   
10.10.2001; 82.60   ; 66.54   ; 31.60   ; 18.71   ; 5.30   ; 5.13   ; 5.98   ; 6.89   ; 5.93   
11.10.2001; 83.88   ; 67.72   ; 31.50   ; 19.04   ; 5.34   ; 5.29   ; 6.04   ; 6.88   ; 5.90   
12.10.2001; 83.50   ; 67.29   ; 35.27   ; 18.93   ; 5.33   ; 5.24   ; 6.02   ; 6.89   ; 5.91   
15.10.2001; 83.35   ; 67.27   ; 35.31   ; 18.91   ; 5.26   ; 5.24   ; 6.06   ; 6.90   ; 5.92   
16.10.2001; 83.88   ; 67.55   ; 32.88   ; 19.06   ; 5.30   ; 5.28   ; 6.00   ; 6.91   ; 5.93   
17.10.2001; 82.09   ; 66.15   ; 35.08   ; 18.67   ; 5.37   ; 5.31   ; 5.96   ; 6.92   ; 5.94   
18.10.2001; 81.92   ; 66.14   ; 34.95   ; 18.53   ; 5.29   ; 5.26   ; 5.91   ; 6.92   ; 5.94   
19.10.2001; 81.86   ; 66.14   ; 34.11   ; 18.64   ; 5.21   ; 5.28   ; 5.87   ; 6.93   ; 5.92   
22.10.2001; 83.48   ; 67.69   ; 32.25   ; 18.92   ; 5.24   ; 5.29   ; 5.79   ; 6.94   ; 5.92   
23.10.2001; 83.05   ; 67.37   ; 32.00   ; 18.82   ; 5.33   ; 5.31   ; 5.79   ; 6.94   ; 5.92   
24.10.2001; 82.83   ; 67.26   ; 30.95   ; 18.84   ; 5.36   ; 5.36   ; 5.73   ; 6.94   ; 5.93   
25.10.2001; 84.32   ; 68.36   ; 29.46   ; 19.11   ; 5.32   ; 5.37   ; 5.75   ; 6.95   ; 5.96   
26.10.2001; 84.13   ; 68.55   ; 28.42   ; 19.18   ; 5.37   ; 5.39   ; 5.75   ; 6.96   ; 5.95   
29.10.2001; 81.94   ; 66.98   ; 31.64   ; 18.75   ; 5.33   ; 5.37   ; 5.77   ; 6.98   ; 5.97   
30.10.2001; 80.96   ; 65.60   ; 33.46   ; 18.42   ; 5.22   ; 5.26   ; 5.76   ; 6.98   ; 6.00   
31.10.2001; 80.68   ; 65.26   ; 33.56   ; 18.46   ; 5.24   ; 5.31   ; 5.81   ; 7.07   ; 6.06   
01.11.2001; 82.75   ; 66.57   ; 32.31   ; 18.85   ; 5.30   ; 5.34   ; 5.90   ; 7.13   ; 6.09   
02.11.2001; 83.31   ; 67.23   ; 30.71   ; 18.87   ; 5.30   ; 5.38   ; 5.85   ; 7.09   ; 6.04   
05.11.2001; 84.40   ; 68.01   ; 30.50   ; 19.14   ; 5.39   ; 5.50   ; 5.86   ; 7.08   ; 6.05   
06.11.2001; 85.71   ; 69.20   ; 28.80   ; 19.42   ; 5.39   ; 5.52   ; 5.94   ; 7.11   ; 6.08   
07.11.2001; 85.60   ; 68.91   ; 29.13   ; 19.37   ; 5.39   ; 5.50   ; 5.92   ; 7.13   ; 6.10   
08.11.2001; 85.87   ; 69.26   ; 28.62   ; 19.40   ; 5.46   ; 5.57   ; 5.95   ; 7.12   ; 6.07   
09.11.2001; 85.96   ; 69.32   ; 27.44   ; 19.41   ; 5.41   ; 5.58   ; 5.91   ; 7.11   ; 6.06   
12.11.2001; 85.43   ; 68.76   ; 29.35   ; 19.40   ; 5.33   ; 5.56   ; 5.94   ; 7.11   ; 6.06   
13.11.2001; 87.35   ; 70.39   ; 26.47   ; 19.76   ; 5.39   ; 5.67   ; 6.00   ; 7.08   ; 6.04   
14.11.2001; 87.44   ; 70.93   ; 26.56   ; 19.83   ; 5.38   ; 5.74   ; 6.04   ; 7.05   ; 6.00   
15.11.2001; 87.60   ; 71.35   ; 25.56   ; 19.83   ; 5.41   ; 5.78   ; 6.09   ; 7.00   ; 5.92   
16.11.2001; 87.21   ; 71.26   ; 25.07   ; 19.78   ; 5.46   ; 5.77   ; 6.10   ; 6.94   ; 5.87   
19.11.2001; 88.28   ; 72.14   ; 24.46   ; 20.01   ; 5.48   ; 5.86   ; 6.11   ; 6.96   ; 5.90   
20.11.2001; 87.54   ; 71.44   ; 24.12   ; 19.85   ; 5.44   ; 5.78   ; 6.08   ; 6.94   ; 5.88   
21.11.2001; 86.97   ; 70.92   ; 24.19   ; 19.76   ; 5.41   ; 5.77   ; 6.10   ; 6.91   ; 5.83   
23.11.2001; 88.22   ; 72.00   ; 23.25   ; 19.99   ; 5.41   ; 5.87   ; 6.13   ; 6.89   ; 5.81   
26.11.2001; 88.41   ; 71.93   ; 23.79   ; 20.12   ; 5.46   ; 6.00   ; 6.12   ; 6.89   ; 5.82   
27.11.2001; 88.03   ; 71.29   ; 24.00   ; 20.02   ; 5.42   ; 5.98   ; 6.10   ; 6.88   ; 5.83   
28.11.2001; 86.43   ; 70.13   ; 25.90   ; 19.67   ; 5.37   ; 5.81   ; 6.11   ; 6.88   ; 5.83   
29.11.2001; 87.60   ; 71.21   ; 25.18   ; 19.90   ; 5.35   ; 5.78   ; 6.15   ; 6.89   ; 5.89   
30.11.2001; 86.97   ; 71.06   ; 23.84   ; 19.86   ; 5.40   ; 5.80   ; 6.14   ; 6.90   ; 5.92   
03.12.2001; 86.45   ; 70.49   ; 25.77   ; 19.70   ; 5.33   ; 5.88   ; 6.11   ; 6.90   ; 5.93   
04.12.2001; 87.92   ; 71.68   ; 24.08   ; 19.99   ; 5.38   ; 5.93   ; 6.18   ; 6.93   ; 5.95   
05.12.2001; 89.53   ; 72.94   ; 23.02   ; 20.45   ; 5.55   ; 6.17   ; 6.23   ; 6.87   ; 5.87   
06.12.2001; 89.48   ; 73.01   ; 23.71   ; 20.43   ; 5.55   ; 6.22   ; 6.26   ; 6.82   ; 5.83   
07.12.2001; 88.89   ; 72.72   ; 23.49   ; 20.28   ; 5.48   ; 6.25   ; 6.27   ; 6.79   ; 5.79   
10.12.2001; 87.22   ; 71.64   ; 25.62   ; 19.97   ; 5.39   ; 6.17   ; 6.23   ; 6.79   ; 5.79   
11.12.2001; 87.05   ; 71.39   ; 25.30   ; 19.94   ; 5.38   ; 6.14   ; 6.26   ; 6.79   ; 5.81   
12.12.2001; 87.15   ; 71.52   ; 24.87   ; 19.94   ; 5.39   ; 6.22   ; 6.22   ; 6.81   ; 5.84   
13.12.2001; 85.46   ; 70.34   ; 25.91   ; 19.65   ; 5.31   ; 6.12   ; 6.17   ; 6.79   ; 5.80   
14.12.2001; 86.27   ; 71.06   ; 24.63   ; 19.72   ; 5.28   ; 6.08   ; 6.20   ; 6.71   ; 5.78   
17.12.2001; 87.16   ; 71.57   ; 24.26   ; 19.92   ; 5.36   ; 6.07   ; 6.24   ; 6.68   ; 5.78   
18.12.2001; 87.68   ; 72.36   ; 23.29   ; 20.08   ; 5.36   ; 6.06   ; 6.25   ; 6.68   ; 5.79   
19.12.2001; 88.30   ; 72.91   ; 22.58   ; 20.17   ; 5.32   ; 6.05   ; 6.22   ; 6.74   ; 5.82   
20.12.2001; 87.43   ; 72.22   ; 23.67   ; 19.98   ; 5.30   ; 6.04   ; 6.19   ; 6.77   ; 5.81   
21.12.2001; 87.96   ; 72.59   ; 22.50   ; 20.10   ; 5.30   ; 5.98   ; 6.23   ; 6.80   ; 5.80   
24.12.2001; 87.79   ; 72.58   ; 22.62   ; 20.11   ; 5.28   ; 6.03   ; 6.25   ; 6.79   ; 5.79   
26.12.2001; 88.27   ; 73.04   ; 22.29   ; 20.21   ; 5.28   ; 6.09   ; 6.28   ; 6.77   ; 5.77   
27.12.2001; 88.81   ; 73.30   ; 21.59   ; 20.35   ; 5.38   ; 6.14   ; 6.28   ; 6.77   ; 5.80   
28.12.2001; 88.76   ; 73.06   ; 21.40   ; 20.43   ; 5.41   ; 6.21   ; 6.31   ; 6.75   ; 5.79   
31.12.2001; 87.46   ; 72.08   ; 23.80   ; 20.22   ; 5.44   ; 6.25   ; 6.30   ; 6.75   ; 5.85   
02.01.2002; 88.40   ; 72.84   ; 22.71   ; 20.31   ; 5.43   ; 6.36   ; 6.30   ; 6.74   ; 5.80   
03.01.2002; 89.41   ; 73.63   ; 21.34   ; 20.51   ; 5.52   ; 6.47   ; 6.35   ; 6.77   ; 5.82   
04.01.2002; 90.00   ; 74.26   ; 20.45   ; 20.65   ; 5.52   ; 6.55   ; 6.33   ; 6.75   ; 5.81   
07.01.2002; 89.37   ; 73.77   ; 21.94   ; 20.51   ; 5.48   ; 6.63   ; 6.31   ; 6.77   ; 5.85   
08.01.2002; 89.16   ; 73.48   ; 21.83   ; 20.46   ; 5.40   ; 6.58   ; 6.32   ; 6.77   ; 5.84   
09.01.2002; 88.44   ; 72.85   ; 22.13   ; 20.37   ; 5.39   ; 6.60   ; 6.30   ; 6.78   ; 5.85   
10.01.2002; 88.83   ; 72.88   ; 22.36   ; 20.39   ; 5.36   ; 6.48   ; 6.29   ; 6.79   ; 5.88   
11.01.2002; 87.95   ; 72.28   ; 22.60   ; 20.21   ; 5.36   ; 6.43   ; 6.28   ; 6.82   ; 5.91   
14.01.2002; 87.40   ; 71.61   ; 23.58   ; 20.05   ; 5.29   ; 6.42   ; 6.35   ; 6.82   ; 5.91   
15.01.2002; 88.11   ; 71.86   ; 22.70   ; 20.19   ; 5.29   ; 6.34   ; 6.32   ; 6.82   ; 5.92   
16.01.2002; 86.33   ; 70.16   ; 23.45   ; 19.87   ; 5.22   ; 6.26   ; 6.29   ; 6.81   ; 5.91   
17.01.2002; 86.98   ; 70.95   ; 22.25   ; 20.07   ; 5.24   ; 6.30   ; 6.32   ; 6.79   ; 5.88   
18.01.2002; 86.58   ; 70.77   ; 22.52   ; 19.86   ; 5.26   ; 6.29   ; 6.27   ; 6.80   ; 5.89   
22.01.2002; 85.99   ; 70.32   ; 23.61   ; 19.69   ; 5.20   ; 6.32   ; 6.28   ; 6.81   ; 5.89   
23.01.2002; 86.64   ; 70.41   ; 21.88   ; 19.88   ; 5.22   ; 6.39   ; 6.28   ; 6.79   ; 5.86   
24.01.2002; 86.91   ; 70.90   ; 21.15   ; 19.97   ; 5.26   ; 6.44   ; 6.27   ; 6.79   ; 5.85   
25.01.2002; 86.89   ; 71.19   ; 21.01   ; 19.98   ; 5.20   ; 6.48   ; 6.26   ; 6.77   ; 5.84   
28.01.2002; 87.13   ; 71.48   ; 21.14   ; 19.99   ; 5.23   ; 6.50   ; 6.26   ; 6.76   ; 5.84   
29.01.2002; 84.39   ; 69.54   ; 24.35   ; 19.50   ; 5.16   ; 6.45   ; 6.24   ; 6.77   ; 5.87   
30.01.2002; 85.60   ; 70.73   ; 23.22   ; 19.70   ; 5.10   ; 6.35   ; 6.28   ; 6.79   ; 5.87   
31.01.2002; 86.61   ; 71.74   ; 21.09   ; 19.97   ; 5.15   ; 6.43   ; 6.28   ; 6.79   ; 5.88   
01.02.2002; 86.20   ; 71.77   ; 21.12   ; 19.83   ; 5.15   ; 6.42   ; 6.29   ; 6.80   ; 5.89   
04.02.2002; 84.06   ; 70.12   ; 24.87   ; 19.36   ; 5.12   ; 6.39   ; 6.30   ; 6.82   ; 5.92   
05.02.2002; 83.54   ; 69.98   ; 25.45   ; 19.29   ; 5.04   ; 6.39   ; 6.29   ; 6.82   ; 5.92   
06.02.2002; 83.18   ; 69.85   ; 26.09   ; 19.15   ; 5.00   ; 6.42   ; 6.27   ; 6.81   ; 5.91   
07.02.2002; 82.66   ; 69.52   ; 25.11   ; 19.07   ; 5.05   ; 6.36   ; 6.25   ; 6.81   ; 5.90   
08.02.2002; 84.24   ; 70.57   ; 23.26   ; 19.38   ; 5.07   ; 6.36   ; 6.27   ; 6.81   ; 5.92   
11.02.2002; 85.27   ; 71.46   ; 21.78   ; 19.64   ; 5.15   ; 6.41   ; 6.32   ; 6.81   ; 5.91   
